,Title,Published_date,Views,Likes,Comments,Month
1874,Combination Clipper Circuits,2016-05-27,147462,1171,56,May
1875,Zener Diode Clipping Circuits,2016-05-27,133704,735,45,May
1876,Unbiased Parallel Clippers,2016-05-26,175616,942,49,May
1877,Biased Parallel Clippers,2016-05-26,243698,1494,140,May
1878,Biased Series Clippers,2016-05-25,351740,2536,177,May
1879,Unbiased Series Clippers,2016-05-25,281706,2004,94,May
1880,Introduction to Clippers,2016-05-24,472473,3957,86,May
1881,Full Wave Rectifier (Efficiency & PIV),2016-05-23,191596,1314,56,May
1882,Full Wave Rectifier (Form Factor & Ripple Factor),2016-05-22,131332,811,21,May
1883,Full Wave Rectifier (RMS Load Current & RMS Load Voltage),2016-05-21,120353,732,19,May
1884,Full Wave Rectifier (DC Load Current & DC Load Voltage),2016-05-20,133481,835,60,May
1885,Full Wave Center-Tapped Rectifier,2016-05-20,258451,2368,103,May
1886,Full Wave Bridge Rectifier,2016-05-19,338786,2816,101,May
1887,Half Wave Rectifier (Efficiency & PIV),2016-05-18,188881,1327,75,May
1888,GATE Solved Problems (2002) | Combinational Circuits | Digital Electronics,2016-05-17,10123,68,13,May
1889,Half Wave Rectifier (Ripple Factor),2016-05-17,220186,1451,146,May
1890,Half Wave Rectifier (Form Factor),2016-05-17,150200,889,38,May
1891,Half Wave Rectifier (RMS Load Current & RMS Load Voltage),2016-05-17,226252,1371,50,May
1892,Half Wave Rectifier,2016-05-16,446032,3229,125,May
1893,Introduction to Diode Rectifier Circuits,2016-05-16,232965,2043,30,May
1894,Voltage Multiplier Circuits (Voltage Tripler & Quadrupler),2016-05-15,113498,1316,102,May
1895,Voltage Multiplier Circuits (Full Wave Voltage Doubler),2016-05-14,87112,685,39,May
1896,GATE Solved Problems (2001) | Combinational Circuits | Digital Electronics,2016-05-14,8507,64,2,May
1897,GATE Solved Problems (2000) | Combinational Circuits | Digital Electronics,2016-05-14,7795,34,2,May
1898,Voltage Multiplier Circuits (Half Wave Voltage Doubler),2016-05-13,121880,938,69,May
1899,GATE Solved Problems (1997-1999) | Combinational Circuits | Digital Electronics,2016-05-13,6847,35,3,May
1900,2-Bit Multiplier Using Half Adders,2016-05-13,339955,2669,100,May
1901,GATE Solved Problems (1992-1993) | Combinational Circuits | Digital Electronics,2016-05-11,14126,96,9,May
1902,GATE Solved Problems (1994) | Combinational Circuits | Digital Electronics,2016-05-11,8966,48,13,May
1903,GATE Solved Problems (2016) | Karnaugh Map | Digital Electronics,2016-05-11,7901,43,0,May
1904,GATE Solved Problems (2014) | Karnaugh Map | Digital Electronics,2016-05-11,7723,41,5,May
1905,GATE Solved Problems (2006-2012) | Karnaugh Map | Digital Electronics,2016-05-10,6126,32,2,May
1906,GATE Solved Problems (2001) | Karnaugh Map | Digital Electronics,2016-05-10,5076,26,2,May
1907,GATE Solved Problems (2000) | Karnaugh Map | Digital Electronics,2016-05-09,5220,35,2,May
1908,GATE Solved Problems (1999) | Karnaugh Map | Digital Electronics,2016-05-08,7402,46,1,May
1909,Parallel and Series-Parallel Configuration of Diodes (Examples),2016-05-07,178646,1373,113,May
1910,Parallel Diode Configurations,2016-05-07,165087,1040,60,May
1911,Series Diode Configuration (Examples),2016-05-07,223163,1901,106,May
1912,Series Diode Configurations,2016-05-06,170062,1174,209,May
1913,Zener Diode Numerical Problems (Part 2),2016-05-06,95545,642,83,May
1914,Zener Diode Numerical Problems (Part 1),2016-05-05,173648,1185,26,May
1915,Zener Diode as Voltage Regulator (Part 4),2016-05-05,130836,779,32,May
1916,Zener Diode as Voltage Regulator (Part 3),2016-05-05,141305,792,16,May
1917,Zener Diode as Voltage Regulator (Part 2),2016-05-04,212141,1426,74,May
1918,Zener Diode as Voltage Regulator (Part 1),2016-05-04,457642,3265,232,May
1919,GATE Solved Problems (1991-1998) | Karnaugh Map | Digital Electronics,2016-05-03,12103,83,18,May
1920,Effects of Temperature on Zener Voltage,2016-05-02,103624,620,22,May
1921,Introduction to Zener Diodes,2016-05-02,430091,4027,132,May
1922,Average AC Resistance of a Diode,2016-05-02,90105,625,25,May
1923,GATE Solved Problems (2014-2015) | Boolean Algebra | Digital Electronics,2016-04-28,13624,101,32,Apr
1924,GATE Solved Problems (2009-2013) | Boolean Algebra | Digital Electronics,2016-04-27,7167,37,7,Apr
1925,GATE Solved Problems (2005-2007) | Boolean Algebra | Digital Electronics,2016-04-26,6683,27,0,Apr
1926,GATE Solved Problems (2004) | Boolean Algebra | Digital Electronics,2016-04-26,7028,29,5,Apr
1927,GATE Solved Problems (1999-2003) | Boolean Algebra | Digital Electronics,2016-04-26,9659,82,12,Apr
1928,GATE Solved Problems (1997-1998) | Boolean Algebra | Digital Electronics,2016-04-24,7238,33,5,Apr
1929,GATE Solved Problems (1992-1993) | Boolean Algebra | Digital Electronics,2016-04-23,9241,53,11,Apr
1930,GATE Solved Problems (2015-2016) | Logic Gates | Digital Electronics,2016-04-21,35708,219,22,Apr
1931,GATE Solved Problems (2015) | Logic Gates | Digital Electronics,2016-04-20,33424,427,26,Apr
1932,GATE Solved Problems (2014) | Logic Gates | Digital Electronics,2016-04-19,50724,249,10,Apr
1933,GATE Solved Problems (2011) | Logic Gates | Digital Electronics,2016-04-19,11630,56,12,Apr
1934,GATE Solved Problems (2010) | Logic Gates | Digital Electronics,2016-04-18,13028,62,19,Apr
1935,GATE Solved Problems (2002-2008) | Logic Gates | Digital Electronics,2016-04-18,11397,60,1,Apr
1936,GATE Solved Problems (2000-2001) | Logic Gates | Digital Electronics,2016-04-15,12169,84,4,Apr
1937,GATE Solved Problems (1997-2000) | Logic Gates | Digital Electronics,2016-04-14,11821,67,3,Apr
1938,GATE Solved Problems (1995) | Logic Gates | Digital Electronics,2016-04-14,12692,69,29,Apr
1939,AC or Dynamic Resistance of a Diode,2016-04-13,160514,1357,66,Apr
1940,DC or Static Resistance of a Diode,2016-04-13,178324,1301,30,Apr
1941,Brain Teaser's #11 |  Railroad Shunting,2016-04-12,3386,18,11,Apr
1942,GATE Solved Problems (2008-2014) | Number Systems | Digital Electronics,2016-04-12,20227,86,39,Apr
1943,Load Line Analysis (Numerical Problem),2016-04-11,173137,1115,66,Apr
1944,GATE Solved Problems (1993) | Logic Gates | Digital Electronics,2016-04-11,15825,77,36,Apr
1945,Load Line Analysis of Diode,2016-04-11,322954,2521,116,Apr
1946,GATE Solved Problems (2006-2007) | Number Systems | Digital Electronics,2016-04-09,19463,65,13,Apr
1947,Diode Equivalent Circuits,2016-04-09,250525,2161,51,Apr
1948,Ideal Vs Practical Diode,2016-04-08,199154,1699,49,Apr
1949,GATE Solved Problems (1988) | Logic Gates | Digital Electronics,2016-04-08,18545,97,43,Apr
1950,Why Actual Memory of Pen Drive is Less than Specified Memory?,2016-04-01,32937,658,28,Apr
1951,GATE Solved Problems (2004-2005) | Number Systems | Digital Electronics,2016-04-01,19808,97,23,Apr
1952,Effects of Temperature on V-I Characteristics,2016-03-31,205209,1849,107,Mar
1953,GATE Solved Problems (2002-2004) | Number Systems | Digital Electronics,2016-03-30,22148,111,19,Mar
1954,Brain teaser's #10 |  Find the Angle,2016-03-29,1548,7,16,Mar
1955,GATE Solved Problems (1998-2001) | Number Systems | Digital Electronics,2016-03-29,31734,149,66,Mar
1956,GATE Solved Problems (1993-1998) | Number Systems | Digital Electronics,2016-03-29,84267,466,69,Mar
1957,V-I Characteristics of PN Junction Diode,2016-03-28,472674,3968,97,Mar
1958,IES Solved Problems (Part 3) - Digital Electronics,2016-03-27,3908,33,7,Mar
1959,IES Solved Problems (Part 2) - Digital Electronics,2016-03-27,4659,37,8,Mar
1960,Semiconductor Diode,2016-03-26,284380,2302,58,Mar
1961,IES Solved Problems (Part 1) - Digital Electronics,2016-03-25,14116,89,9,Mar
1962,PN Junction Diode (Reverse-Bias Condition),2016-03-25,282763,2455,83,Mar
1963,PN Junction Diode (Forward-Bias Condition),2016-03-23,451349,3395,119,Mar
1964,Width of Depletion Region,2016-03-23,181085,1274,32,Mar
1965,Barrier Potential,2016-03-23,257962,2184,78,Mar
1966,PN Junction Diode (No Applied Bias),2016-03-19,524648,4748,188,Mar
1967,NOR Gate as Universal Gate,2016-03-19,263950,2268,138,Mar
1968,NAND Gate as Universal Gate (Part 2),2016-03-14,267966,1877,246,Mar
1969,NAND Gate as Universal Gate (Part 1),2016-03-14,466834,3707,135,Mar
1970,Logic Gates (Part 6) | Important!,2016-03-11,177536,1172,111,Mar
1971,Logic Gates (Part 5) | Important!,2016-03-11,238114,1906,181,Mar
1972,Logic Gates (Part 4),2016-03-09,172296,1185,40,Mar
1973,Logic Gates (Part 3),2016-03-09,187328,1140,174,Mar
1974,Logic Gates (Part 2),2016-03-08,247311,1673,184,Mar
1975,"Brain Teaser's #9 | Father, Mother, Daughter & Son",2016-03-08,1284,6,11,Mar
1976,Logic Gates (Part 1),2016-03-07,382011,3230,327,Mar
1977,Gray Code to Binary Conversion,2016-03-05,320259,2882,166,Mar
1978,2421 Code,2016-03-04,230145,1642,177,Mar
1979,Binary to Gray Code Conversion,2016-03-03,546597,5137,332,Mar
1980,Introduction to Gray Code,2016-03-03,546070,4911,104,Mar
1981,Excess-3 Code Addition,2016-03-02,248528,2016,284,Mar
1982,Excess-3 Code (XS-3 Code),2016-03-01,404974,3685,178,Mar
1983,BCD Addition,2016-03-01,484786,4915,284,Mar
1984,Binary Coded Decimal (BCD) Code,2016-02-29,532470,5991,358,Feb
1985,Brain Teaser's #8 | Trains And A Fly,2016-02-26,1555,6,16,Feb
1986,Classification of Codes,2016-02-25,314148,2542,71,Feb
1987,Binary Subtraction using 2's Complement,2016-02-25,409161,3778,294,Feb
1988,Binary Subtraction using 1's Complement,2016-02-11,413784,3920,329,Feb
1989,Data Representation using 2's Complement,2016-01-29,172748,1436,155,Jan
1990,Data Representation using Signed Magnitude,2015-11-25,238994,2111,135,Nov
1991,Data Representation using 1's Complement,2015-11-25,179409,1262,209,Nov
1992,Shortcut for 2's Complement,2015-11-23,196649,1552,41,Nov
1993,1's and 2's Complement,2015-11-23,489453,3744,154,Nov
1994,(r-1)'s Complement,2015-11-23,302867,2903,101,Nov
1995,r's Complement,2015-11-23,455329,4200,293,Nov
1996,Hexadecimal Multiplication,2015-11-23,182854,1499,128,Nov
1997,Hexadecimal Subtraction,2015-11-23,210905,1869,179,Nov
1998,Hexadecimal Addition,2015-11-23,311148,2814,185,Nov
1999,Octal Multiplication,2015-11-20,153991,1093,109,Nov
2000,Octal Addition,2015-11-20,173486,1308,196,Nov
2001,Binary Addition,2015-11-20,336758,2951,329,Nov
2002,Octal Subtraction,2015-11-20,152754,1076,188,Nov
2003,Binary Division,2015-11-19,856214,8746,510,Nov
2004,Binary Multiplication,2015-11-18,225653,1864,189,Nov
2005,Binary Subtraction,2015-11-16,296596,2506,302,Nov
2006,Hexadecimal to Octal & Octal to Hexadecimal Conversion,2015-11-14,184881,1388,88,Nov
2007,Hexadecimal to Binary & Binary to Hexadecimal Conversion,2015-11-14,204722,1647,98,Nov
2008,Octal to Binary & Binary to Octal Conversion,2015-11-11,240597,1887,128,Nov
2009,Hexadecimal to Decimal Conversion,2015-11-09,171355,1184,96,Nov
2010,Octal to Decimal Conversion,2015-11-09,194394,1285,96,Nov
2011,Cyclicity of Unit Digit (Part 3),2015-11-08,5565,56,31,Nov
2012,Cyclicity of Unit Digit (Part 2),2015-11-08,4620,49,12,Nov
2013,Binary to Decimal Conversion,2015-11-06,225357,1647,150,Nov
2014,Cyclicity of Unit Digit (Part 1),2015-11-06,8403,110,19,Nov
2015,Decimal to Hexadecimal Conversion,2015-11-05,271486,2089,155,Nov
2016,Decimal to Octal Conversion,2015-11-05,340985,2383,227,Nov
2017,Decimal to Binary Conversion,2015-11-04,382883,3241,336,Nov
2018,Binary Number System,2015-11-03,319482,2769,51,Nov
2019,Introduction to Number Systems,2015-11-03,432659,4268,71,Nov
2020,Counting Number of Zeros,2015-10-31,13273,116,29,Oct
2021,Number of Factors of Composite Number | Short Trick,2015-10-31,7525,56,2,Oct
2022,LCM and HCF of Polynomials,2015-10-30,61064,667,53,Oct
2023,LCM and HCF of Fractions,2015-10-30,14723,96,15,Oct
2024,Demultiplexer as Decoder,2015-10-30,294307,1831,45,Oct
2025,LCM and HCF of Numbers,2015-10-30,8921,72,11,Oct
2026,Venn Diagram,2015-10-29,115205,867,175,Oct
2027,Full Subtractor using 1:8 Demultiplexer,2015-10-29,333643,1763,61,Oct
2028,Complement Meaning and Examples,2015-10-29,145365,1095,177,Oct
2029,What is Digital Signal?,2015-10-27,361449,2597,113,Oct
2030,1:4 Demultiplexer,2015-10-26,543486,3305,101,Oct
2031,Introduction to Demultiplexer | 1:2 DEMUX,2015-10-26,727587,5117,207,Oct
2032,Need of Digital Signals,2015-10-24,258911,1988,77,Oct
2033,Divisibility Tests (Part 2),2015-10-24,4975,28,7,Oct
2034,Divisibility Tests (Part 1),2015-10-23,6860,42,7,Oct
2035,Number Types (Part 2),2015-10-22,7486,44,4,Oct
2036,Number Types (Part 1),2015-10-21,14438,85,16,Oct
2037,Difference between Reasoning and Aptitude,2015-10-20,45872,420,74,Oct
2038,4 Bit Parallel Adder using Full Adders,2015-10-20,799141,6407,227,Oct
2039,Full Adder using Half Adder,2015-10-20,725823,5509,128,Oct
2040,Statement Problems in Boolean Algebra (Part 2),2015-10-19,109324,769,42,Oct
2041,Statement Problems in Boolean Algebra (Part 1),2015-10-19,138558,808,163,Oct
2042,Switching Circuits (Part 2),2015-10-19,114130,865,32,Oct
2043,Switching Circuits (Part 1),2015-10-18,180581,1243,30,Oct
2044,Switch and Bits Intuition,2015-10-17,284935,2046,119,Oct
2045,32X1 MUX using 8X1 MUX,2015-10-15,391109,3008,178,Oct
2046,Quine-McCluskey Minimization Technique (Tabular Method),2015-10-14,1158440,14716,646,Oct
2047,Conductivity of Semiconductors Numerical (Part 2),2015-10-13,101357,673,35,Oct
2048,Conductivity of Semiconductors Numerical (Part 1),2015-10-13,138927,1003,45,Oct
2049,Conductivity of a Semiconductor,2015-10-04,225678,1684,37,Oct
2050,Charge Densities in a Semiconductor,2015-10-04,219892,1725,46,Oct
2051,Self Dual,2015-10-02,146376,1194,150,Oct
2052,Dual Form,2015-08-09,197245,1532,63,Aug
2053,Positive and Negative Logic,2015-06-15,232400,1814,144,Jun
2054,Examples & Tricks (SOP and POS Forms),2015-06-15,273370,2174,121,Jun
2055,Practice Problems on Sequential Circuits (Part 3),2015-06-06,81017,407,83,Jun
2056,Minimal to Canonical Form Conversion (Part 2),2015-06-06,222844,1806,42,Jun
2057,Minimal to Canonical Form Conversion (Part 1),2015-06-06,322726,2779,78,Jun
2058,Practice Problems on Sequential Circuits (Part 2),2015-06-04,120064,507,65,Jun
2059,Mass Action Law,2015-05-28,250601,1988,93,May
2060,Electron Vs Hole Flow,2015-05-27,236255,1976,119,May
2061,Intrinsic and Extrinsic Semiconductors,2015-05-27,380316,3381,118,May
2062,Brain Teaser's #7 | Four Sections,2015-05-24,1911,11,2,May
2063,Universal Shift Register,2015-05-24,484528,3734,210,May
2064,Semiconductor Materials,2015-05-15,1301064,6830,338,May
2065,Bidirectional Shift Register,2015-05-11,493179,3502,130,May
2066,Shift Register (PISO Mode),2015-05-09,673736,5002,274,May
2067,Digital Electronics Test-1,2015-05-07,116881,515,96,May
2068,SR Latch | NOR and NAND SR Latch,2015-04-20,2660761,27590,1627,Apr
2069,SOP and POS Form Examples,2015-04-19,841841,7915,289,Apr
2070,Shift Register (SIPO & PIPO Mode),2015-04-18,805565,5523,281,Apr
2071,Product of Sums (Part 2) | POS Form,2015-04-18,315141,2609,53,Apr
2072,Product of Sums (Part 1) | POS Form,2015-04-18,587800,5380,174,Apr
2073,Sum of Products (Part 2) | SOP Form,2015-04-17,498478,4068,182,Apr
2074,Sum of Products (Part 1) | SOP Form,2015-04-17,1002042,9607,430,Apr
2075,Redundancy Theorem (Boolean Algebra Trick),2015-04-12,410180,3782,502,Apr
2076,Boolean Algebra Examples (Part 2),2015-04-12,374570,2709,273,Apr
2077,Shift Register (SISO Mode),2015-04-11,1280684,8683,300,Apr
2078,Data Formats and Classification of Registers,2015-04-11,548719,3890,109,Apr
2079,Introduction to Registers,2015-04-09,1179998,8546,220,Apr
2080,Boolean Algebra Examples (Part 1),2015-04-07,446397,3467,106,Apr
2081,Introduction to Boolean Algebra (Part 2),2015-04-07,479678,4289,94,Apr
2082,Introduction to Boolean Algebra (Part 1),2015-04-07,879991,8410,203,Apr
2083,Introduction to Digital Electronics,2015-04-05,397055,3003,91,Apr
2084,Johnson's Counter (Twisted/Switch Tail Ring Counter),2015-04-05,561683,3252,93,Apr
2085,Ring Counter,2015-04-05,783388,5357,242,Apr
2086,3-Bit & 4-bit Up/Down Synchronous Counter,2015-04-04,1003197,5741,328,Apr
2087,3-Bit Synchronous Up Counter,2015-04-02,754290,5357,286,Apr
2088,How to Design Synchronous Counters | 2-Bit Synchronous Up Counter,2015-04-02,906111,6194,258,Apr
2089,Decade (BCD) Ripple Counter,2015-04-02,650806,4084,258,Apr
2090,Modulus of the Counter & Counting up to Particular Value,2015-03-30,700468,5109,303,Mar
2091,What is an Analog Signal?,2015-03-29,514957,4012,123,Mar
2092,What is Signal?,2015-03-29,2809989,12180,542,Mar
2093,3 Bit & 4 Bit UP/DOWN Ripple Counter,2015-03-28,787746,4722,338,Mar
2094,3 bit & 4 bit Asynchronous Down Counter,2015-03-28,744227,4226,156,Mar
2095,State Diagram of a Counter,2015-03-27,397909,2323,68,Mar
2096,4 Bit Asynchronous Up Counter,2015-03-25,716522,3978,147,Mar
2097,3 Bit Asynchronous Up Counter,2015-03-25,1033150,6633,255,Mar
2098,Types of Counters | Comparison between Ripple and Synchronous counters,2015-03-25,781739,5955,134,Mar
2099,Design Procedure for Clocked Sequential Circuits,2015-03-23,767786,5325,338,Mar
2100,ASM Chart for Moore State Machine,2015-03-23,153814,1024,64,Mar
2101,ASM Chart,2015-03-22,277049,1991,69,Mar
2102,State Reduction and Assignment,2015-03-22,482839,3541,154,Mar
2103,Sequence Detector (Example),2015-03-22,551965,3628,254,Mar
2104,Sequence or Pattern Detector,2015-03-21,407680,2524,142,Mar
2105,Behaviour of Master Slave D Flip Flop,2015-03-21,516355,4036,240,Mar
2106,"Brain Teaser's #6 | Jug, Milk and Water",2015-03-18,3023,12,9,Mar
2107,Practice Problems on Combinational Circuits (Part 4),2015-03-18,98167,651,117,Mar
2108,Analysis of Clocked Sequential Circuits (with T Flip Flop),2015-03-18,196118,1246,54,Mar
2109,Analysis of Clocked Sequential Circuits (with JK Flip Flop),2015-03-18,364346,2415,130,Mar
2110,Analysis of Clocked Sequential Circuits (with D Flip Flop),2015-03-17,474762,3414,213,Mar
2111,Mealy and Moore State Machines (Part 2),2015-03-17,402714,2256,47,Mar
2112,Mealy and Moore State Machines (Part 1),2015-03-17,898972,5507,238,Mar
2113,"Introduction to State Table, State Diagram & State Equation",2015-03-16,1139239,7352,195,Mar
2114,Difference between Synchronous and Asynchronous Sequential Circuits,2015-03-15,483190,3100,59,Mar
2115,Preset and Clear Inputs in Flip Flop,2015-03-15,376046,2901,131,Mar
2116,How to get Edge Triggering | Simulation using Multisim,2015-03-15,229143,1635,45,Mar
2117,Electromotive force and Power,2015-03-13,3855,19,5,Mar
2118,Introduction to Counters | Important,2015-03-12,1481976,12281,454,Mar
2119,Ohmic and Non-Ohmic Conductors,2015-03-12,46827,485,17,Mar
2120,Resistance and Ohm's Law,2015-03-12,3385,21,4,Mar
2121,Drift Velocity and Ohm's Law,2015-03-11,23636,197,14,Mar
2122,Practice Problems on Combinational Circuits (Part 3),2015-03-10,105532,731,197,Mar
2123,Practice Problems on Combinational Circuits (Part 2),2015-03-02,121678,759,43,Mar
2124,Practice Problems on Combinational Circuits (Part 1),2015-02-27,259728,1883,123,Feb
2125,SR Flip Flop to T Flip Flop Conversion,2015-02-27,386782,3720,510,Feb
2126,SR Flip Flop to JK Flip Flop Conversion,2015-02-27,665144,4509,203,Feb
2127,T Flip Flop to D Flip Flop Conversion,2015-02-26,442627,2219,65,Feb
2128,5 Steps for Flip Flop Conversions | JK to D Flip Flop Conversion,2015-02-26,845081,5816,167,Feb
2129,"Truth Table, Characteristic Table and Excitation Table for T flip flop",2015-02-25,625783,3861,87,Feb
2130,Introduction to T flip flop,2015-02-25,882595,4921,154,Feb
2131,Master Slave JK Flip Flop,2015-02-25,1210254,9683,637,Feb
2132,Race Around Condition or Racing in JK Flip Flop,2015-02-24,981467,13040,2416,Feb
2133,"Truth Table, Characteristic Table and Excitation Table for JK flip flop",2015-02-18,1093268,6552,183,Feb
2134,Introduction to JK flip flop,2015-02-18,1888217,12511,390,Feb
2135,"Truth Table, Characteristic Table and Excitation Table for D Flip Flop",2015-02-09,897813,4374,89,Feb
2136,Introduction to D flip flop,2015-02-09,1552966,8075,230,Feb
2137,"Truth Table, Characteristic Table and Excitation Table for SR Flip Flop",2015-02-09,1394727,8495,427,Feb
2138,Introduction to SR Flip Flop,2015-02-09,2331150,14023,400,Feb
2139,Difference between Latch and Flip Flop,2015-02-09,1336429,8880,308,Feb
2140,Triggering Methods in Flip Flops,2015-02-08,1080001,6686,156,Feb
2141,What is a Clock?,2015-02-02,1355927,10457,236,Feb
2142,Introduction to Sequential Circuits | Important,2015-02-01,1745505,13529,311,Feb
2143,"Brain Teaser's #5 | Crow, Sparrow & Parrot",2015-01-30,3751,20,10,Jan
2144,Full Adder Implementation using Decoder,2015-01-28,472703,3724,103,Jan
2145,Hexadecimal to Binary Encoder,2015-01-28,213860,962,23,Jan
2146,Octal to Binary Encoder,2015-01-28,348454,1974,35,Jan
2147,Decimal to BCD Encoder,2015-01-23,519772,3103,90,Jan
2148,Priority Encoder,2015-01-23,1089223,8010,450,Jan
2149,Introduction to Encoders and Decoders,2015-01-23,1639261,11518,218,Jan
2150,Brain Teaser's #4 | Five Men & Apples,2015-01-20,4382,20,20,Jan
2151,Hamming Code | Error Correction,2015-01-20,606432,6126,462,Jan
2152,Hamming Code | Error detection,2015-01-20,1143910,9256,424,Jan
2153,Programmable Array Logic (PAL),2015-01-09,544475,4731,530,Jan
2154,2-Bit Comparator,2015-01-09,690856,4838,187,Jan
2155,Logical Expression from Multiplexer,2015-01-09,223595,1421,18,Jan
2156,1-Bit Full Adder using Multiplexer,2015-01-07,553970,3082,175,Jan
2157,Implementation of Boolean Function using Multiplexers,2015-01-07,1173017,8675,410,Jan
2158,Three Ways to Travel in Time,2014-12-12,20742,404,20,Dec
2159,Implementing 8X1 MUX using 4X1 MUX (Special Case),2014-12-09,692792,5107,207,Dec
2160,Implementing 8X1 MUX using 2X1 MUX,2014-12-09,513792,3016,96,Dec
2161,MUX Tree Basic | 4X1 MUX using 2X1 MUX | Easy Explanation,2014-12-09,581170,3703,82,Dec
2162,8X1 Multiplexer,2014-12-08,784816,4759,111,Dec
2163,4X1 Multiplexer,2014-12-08,1013781,6315,138,Dec
2164,Introduction to Multiplexers | MUX Basic,2014-12-06,1861214,14969,443,Dec
2165,Brain Teaser's #3 | Heaven or Hell,2014-11-02,6623,25,13,Nov
2166,BCD Adder | Simple Explanation,2014-11-02,698504,6188,253,Nov
2167,Getting Started with MATLAB,2014-10-30,15635,202,48,Oct
2168,Hierarchy of Operators,2014-10-30,16173,147,10,Oct
2169,MATLAB Basics (Part 1) | Different windows in MATLAB,2014-10-29,42143,387,18,Oct
2170,What is MATLAB?,2014-10-29,143546,1461,52,Oct
2171,Carry Lookahead Adder (Part 2) | CLA Adder,2014-10-28,483493,4199,189,Oct
2172,Carry Lookahead Adder (Part 1) | CLA Generator,2014-10-28,787092,5287,153,Oct
2173,Brain Teaser's #2 | Nine Dots & 4 Lines,2014-10-25,8331,28,23,Oct
2174,Programmable Logic Array (PLA) | Easy Explanation,2014-10-24,927286,8125,444,Oct
2175,Realizing Half Subtractor using NOR Gates only,2014-10-24,140637,680,15,Oct
2176,"Brain Teaser's #1 | Man, Wolf, Goat and Cabbage",2014-10-23,15152,73,29,Oct
2177,Realizing Half Subtractor using NAND Gates only,2014-10-22,179674,992,27,Oct
2178,Realizing Full Adder using NAND Gates only,2014-10-21,305386,2000,41,Oct
2179,Realizing Half Adder using NOR Gates only,2014-10-21,246017,1372,43,Oct
2180,Realizing Half Adder using NAND Gates only,2014-10-21,420632,2338,36,Oct
2181,Shift Add 3 Method | Simple method for Binary to BCD conversion,2014-10-20,174268,1091,73,Oct
2182,Full Subtractor | Easy Explanation,2014-10-20,855104,6020,279,Oct
2183,Half Subtractor,2014-10-20,668050,5242,140,Oct
2184,Full Adder,2014-10-20,1506700,11893,320,Oct
2185,Half Adder,2014-10-18,1341555,11698,209,Oct
2186,Comparison between Combinational and Sequential Circuits,2014-10-18,565698,5593,133,Oct
2187,Seven Segment Display Decoder (Part 3),2014-10-18,274152,1209,100,Oct
2188,Seven Segment Display Decoder (Part 2),2014-10-18,383259,2442,70,Oct
2189,Seven Segment Display Decoder,2014-10-18,661949,5265,147,Oct
2190,4-Bit Even Parity Generator,2014-10-17,427941,2672,80,Oct
2191,What is Parity?,2014-10-17,628998,5758,245,Oct
2192,Don't Care in K' Map (Response to Doubt),2014-10-05,197310,1902,93,Oct
2193,K' Map using Max Terms (Part 2),2014-09-13,234234,2172,70,Sep
2194,Digital Electronics Previous Year Solution of DRDO & ISRO (Part 3),2014-09-13,70762,370,7,Sep
2195,Digital Electronics Previous Year Solution of DRDO & ISRO (Part 2),2014-09-13,105264,506,19,Sep
2196,Digital Electronics Previous Year Solution of DRDO & ISRO (Part 1),2014-09-13,13246,51,3,Sep
2197,5 variables K' Map,2014-09-13,297105,2462,162,Sep
2198,K' Map using Max Terms (Part 1),2014-09-13,251590,1999,54,Sep
2199,Don't Care in Karnaugh Map (K' Map),2014-09-05,546219,5752,252,Sep
2200,4 Variable Karnaugh Map (Part 3),2014-09-05,246424,1923,119,Sep
2201,4 Variable Karnaugh Map (Part 2),2014-09-02,302021,2163,90,Sep
2202,4 Variable Karnaugh Map (Part 1),2014-09-02,559519,4557,182,Sep
2203,K' Map and Implicants,2014-09-02,396763,4617,138,Sep
2204,Karnaugh Map (K' Map) - Part 3,2014-09-02,407699,3339,166,Sep
2205,Karnaugh Map (K' Map) - Part 2,2014-09-02,519339,5110,197,Sep
2206,Karnaugh Map (K' Map) - Part 1,2014-09-02,1315040,15323,695,Sep
2207,Gray Code to Binary & Binary to Gray Code conversions (Old),2014-08-29,147275,849,86,Aug
2208,Excess 3 Code (XS 3 Code) Old,2014-08-29,68073,266,13,Aug
2209,Binary Coded Decimal (BCD Code),2014-08-29,243978,1180,62,Aug
2210,Neso Academy Introduction Video,2014-07-30,52992,262,40,Jul
